test_id,run,category,passed,score,failure_class,detail,elapsed_s,assistant_text,tool_calls
bash_pipe_01,1,shell_bash,True,1.0,,,4.2213,,"[{""id"": ""BiqnqvBgVTW1rBlQO8Rpy79snZneF5m8"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""ps aux | grep python"", ""shell"": ""bash""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""ps aux | grep python\"",\""shell\"":\""bash\""}""}, ""id"": ""BiqnqvBgVTW1rBlQO8Rpy79snZneF5m8""}}]"
ps_hidden_01,1,shell_powershell,True,1.0,,,3.722,,"[{""id"": ""xnO1GXZSQ2DyquMXJJYKisYeV8J8WdDc"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""Get-ChildItem -Path \""C:\\Temp\"" -Force"", ""shell"": ""powershell""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""Get-ChildItem -Path \\\""C:\\\\Temp\\\"" -Force\"",\""shell\"":\""powershell\""}""}, ""id"": ""xnO1GXZSQ2DyquMXJJYKisYeV8J8WdDc""}}]"
ps_env_01,1,shell_powershell,True,1.0,,,3.3677,,"[{""id"": ""wCTv6uZ3eDIVkijEW2LA99bDYprGrkbG"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""$env:USERPROFILE"", ""shell"": ""powershell""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""$env:USERPROFILE\"",\""shell\"":\""powershell\""}""}, ""id"": ""wCTv6uZ3eDIVkijEW2LA99bDYprGrkbG""}}]"
ps_path_01,1,shell_powershell,True,1.0,,,3.5531,,"[{""id"": ""GvCQXKFI12X7jvsBYUJjqf7N2Ka3QWTL"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""Get-Content \""C:\\Program Files\\Acme\\notes.txt\"""", ""shell"": ""powershell""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""Get-Content \\\""C:\\\\Program Files\\\\Acme\\\\notes.txt\\\""\"",\""shell\"":\""powershell\""}""}, ""id"": ""GvCQXKFI12X7jvsBYUJjqf7N2Ka3QWTL""}}]"
ps_filter_01,1,shell_powershell,True,1.0,,,4.8531,,"[{""id"": ""SNNBqARJ1so2sTIgTYt3JoW0lBI6ZxXt"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""Get-Process | Where-Object { $_.ProcessName -like \""*python*\"" }"", ""shell"": ""powershell""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""Get-Process | Where-Object { $_.ProcessName -like \\\""*python*\\\"" }\"",\""shell\"":\""powershell\""}""}, ""id"": ""SNNBqARJ1so2sTIgTYt3JoW0lBI6ZxXt""}}]"
cmd_hidden_01,1,shell_cmd,True,1.0,,,3.6667,,"[{""id"": ""WjmNH8JAAAuzetjtYOh1V8NATFQjx1B6"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""dir C:\\Temp /a"", ""shell"": ""cmd""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""dir C:\\\\Temp /a\"",\""shell\"":\""cmd\""}""}, ""id"": ""WjmNH8JAAAuzetjtYOh1V8NATFQjx1B6""}}]"
cmd_env_01,1,shell_cmd,True,1.0,,,3.333,,"[{""id"": ""JjR7q2fgiAJ4Th8ZFf7KTtImcY3ZKXpK"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""echo %USERPROFILE%"", ""shell"": ""cmd""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""echo %USERPROFILE%\"",\""shell\"":\""cmd\""}""}, ""id"": ""JjR7q2fgiAJ4Th8ZFf7KTtImcY3ZKXpK""}}]"
cmd_path_01,1,shell_cmd,True,1.0,,,3.3795,,"[{""id"": ""EfhYkLZcrqjnOLY3kR058QeNXM4JnplW"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""type \""C:\\Program Files\\Acme\\notes.txt\"""", ""shell"": ""cmd""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""type \\\""C:\\\\Program Files\\\\Acme\\\\notes.txt\\\""\"",\""shell\"":\""cmd\""}""}, ""id"": ""EfhYkLZcrqjnOLY3kR058QeNXM4JnplW""}}]"
cmd_filter_01,1,shell_cmd,True,1.0,,,3.2902,,"[{""id"": ""NnomsmRQbfGxg8FSATntn0jSFJIir7Iz"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""tasklist | findstr python"", ""shell"": ""cmd""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""tasklist | findstr python\"",\""shell\"":\""cmd\""}""}, ""id"": ""NnomsmRQbfGxg8FSATntn0jSFJIir7Iz""}}]"
shell_switch_01,1,shell_identification,True,1.0,,,3.3079,,"[{""id"": ""lpIVc7oIRNxbzlLL3kIKdQMSGlHbjWFD"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""echo $HOME"", ""shell"": ""bash""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""echo $HOME\"",\""shell\"":\""bash\""}""}, ""id"": ""lpIVc7oIRNxbzlLL3kIKdQMSGlHbjWFD""}}]"
shell_switch_02,1,shell_identification,True,1.0,,,3.2269,,"[{""id"": ""F96shR8y81MoV0jXl3AgQCWezk8OxjJp"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""$env:Path"", ""shell"": ""powershell""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""$env:Path\"",\""shell\"":\""powershell\""}""}, ""id"": ""F96shR8y81MoV0jXl3AgQCWezk8OxjJp""}}]"
shell_switch_03,1,shell_identification,True,1.0,,,3.2222,,"[{""id"": ""o4MvqUPrYqxGvIB7RoMYDkIlcm8hTtEK"", ""type"": ""function"", ""name"": ""execute_command"", ""arguments"": {""command"": ""echo %PATH%"", ""shell"": ""cmd""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""execute_command"", ""arguments"": ""{\""command\"":\""echo %PATH%\"",\""shell\"":\""cmd\""}""}, ""id"": ""o4MvqUPrYqxGvIB7RoMYDkIlcm8hTtEK""}}]"
followup_nonce_01,1,tool_result_grounding,True,1.0,,,5.4097,The contents of /virtual/nonce.txt are NONCE-7F3A91.,"[{""id"": ""xfr5dmSeh1oYe13wfWI1Pn3kLSnDUPPc"", ""type"": ""function"", ""name"": ""read_file"", ""arguments"": {""path"": ""/virtual/nonce.txt""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""read_file"", ""arguments"": ""{\""path\"":\""/virtual/nonce.txt\""}""}, ""id"": ""xfr5dmSeh1oYe13wfWI1Pn3kLSnDUPPc""}}]"
followup_error_01,1,error_recovery,True,1.0,,,5.8664,The file `/virtual/missing.txt` is missing (Error: ENOENT: file does not exist).,"[{""id"": ""Y6vHieXA92fd0RBGFp78qenvRCDr6xrv"", ""type"": ""function"", ""name"": ""read_file"", ""arguments"": {""path"": ""/virtual/missing.txt""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""read_file"", ""arguments"": ""{\""path\"":\""/virtual/missing.txt\""}""}, ""id"": ""Y6vHieXA92fd0RBGFp78qenvRCDr6xrv""}}]"
multistep_user_01,1,multi_step,True,1.0,,,6.1002,,"[{""id"": ""9TqbkOdBZABCIc1kcYTbpohQYMp1bgBz"", ""type"": ""function"", ""name"": ""lookup_user"", ""arguments"": {""username"": ""alice""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""lookup_user"", ""arguments"": ""{\""username\"":\""alice\""}""}, ""id"": ""9TqbkOdBZABCIc1kcYTbpohQYMp1bgBz""}}, {""id"": ""b4a969FoXUYic7k3hnCJxRXFS89EVPqC"", ""type"": ""function"", ""name"": ""send_message"", ""arguments"": {""message"": ""build passed"", ""user_id"": ""user-4821""}, ""argument_error"": null, ""raw"": {""type"": ""function"", ""function"": {""name"": ""send_message"", ""arguments"": ""{\""message\"":\""build passed\"",\""user_id\"":\""user-4821\""}""}, ""id"": ""b4a969FoXUYic7k3hnCJxRXFS89EVPqC""}}]"
